smiles,n_atoms,dipole_moment_debye,MaxAbsEStateIndex,MinAbsEStateIndex,MinEStateIndex,MolWt,BCUT2D_MWHI,BCUT2D_MRHI,BalabanJ,BertzCT,Chi0,HallKierAlpha,Ipc,Kappa1,Kappa2,PEOE_VSA1,PEOE_VSA10,PEOE_VSA11,PEOE_VSA12,PEOE_VSA13,PEOE_VSA14,PEOE_VSA2,PEOE_VSA3,PEOE_VSA4,PEOE_VSA5,PEOE_VSA6,PEOE_VSA7,PEOE_VSA8,PEOE_VSA9,SMR_VSA1,SMR_VSA10,SMR_VSA2,SMR_VSA3,SMR_VSA4,SMR_VSA5,SMR_VSA6,SMR_VSA7,SMR_VSA9,SlogP_VSA1,SlogP_VSA10,SlogP_VSA11,SlogP_VSA2,SlogP_VSA3,SlogP_VSA4,SlogP_VSA5,SlogP_VSA7,SlogP_VSA8,TPSA,EState_VSA1,EState_VSA10,EState_VSA2,EState_VSA3,EState_VSA4,EState_VSA5,EState_VSA6,EState_VSA7,EState_VSA8,EState_VSA9,VSA_EState3,VSA_EState4,VSA_EState5,VSA_EState6,VSA_EState7,VSA_EState8,VSA_EState9,NHOHCount,NumAliphaticCarbocycles,NumAliphaticHeterocycles,NumAliphaticRings,NumAromaticHeterocycles,NumRotatableBonds,MolLogP,MolMR,fr_Al_OH,fr_Ar_N,fr_NH0,fr_NH1,fr_NH2,fr_allylic_oxid,fr_amide,fr_bicyclic,fr_ether,fr_ketone,fr_nitrile,fr_piperdine
C1C2C1C1C3C2C2C1C32,19,0.1679,8.359375,1.9145833333333333,-2.4812499999999993,118.17899999999993,-0.059656759706531094,-0.1763291594003492,1.9491009351826127,576.4898670272283,14.5,0.0,18686.49637128384,1.0888468809073724,0.6272,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,53.524586384234,13.7075855617022,0.0,13.7075855617022,0.0,0.0,0.0,47.15166148290462,6.372924901329379,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,47.15166148290462,20.080510463031576,0.0,0.0,0.0,53.524586384234,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,13.7075855617022,0.0,0.0,-17.672916666666666,0.0,-2.4812499999999993,0.0,0.0,0,5,0,5,0,0,1.3741,32.536999999999985,0,0,0,0,0,0,0,6,0,0,0,0
CC(C)C(C)(C)CCO,27,1.2962,8.082291666666666,3.4769515306122454,-4.665625000000001,130.23099999999994,-2.713610690365652e-15,-3.293558101675136e-16,7.948018457261589,501.5257772384347,22.707106781186546,-0.04,75109.77705150969,0.8424124349182459,3.2100399595076996,5.1088081911072125,0.0,0.0,1.4311996572326342,0.0,0.0,0.0,0.0,0.0,0.0,27.407568469182717,17.681873056089238,27.120363585469583,2.7415171123404405,28.411703646000948,0.0,1.4311996572326342,0.0,11.308948154759857,33.7804933705121,6.558985242916289,0.0,0.0,0.0,0.0,0.0,13.098993091256135,0.0,11.308948154759857,57.08338882540589,0.0,0.0,20.23,51.64842676818824,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.1088081911072125,24.734095112126372,3.4769515306122454,-4.665625000000001,-4.5566666666666675,0.0,-4.483333333333334,-21.297644557823137,0.0,1,0,0,0,0,8,2.0510000000000006,40.3218,1,0,0,0,0,0,0,0,0,0,0,0
COCC1C(=N)OC1C,20,2.2677,7.838078703703704,1.0436342592592591,-3.437962962962964,129.15899999999996,0.0,4.1155867187981296e-17,3.339218366445043,427.6097366707453,16.198670612749268,-0.5700000000000001,6594.54831327674,1.2327062585805597,2.351355521723389,9.473725907600098,6.080018026949988,7.309587422685812,0.0,0.0,0.0,5.402308355073566,0.0,0.0,0.0,0.0,6.851892117295679,12.520986683563468,20.677494265300684,24.593153547630493,5.897745344357611,5.402308355073566,0.0,5.893957685363079,12.931910144245666,13.596937701798877,0.0,0.0,0.0,0.0,0.0,25.574701073106475,9.473725907600098,11.296266040436645,20.559477678997876,1.4118420783282006,0.0,42.31,38.32055087576523,0.0,0.0,0.0,0.0,0.0,0.0,0.0,14.876034262673663,15.1194276400304,2.6354676870748297,0.0,-4.16724537037037,0.0,-3.1442129629629623,-6.721304799697658,-3.281816893424038,1,0,1,1,0,4,0.64497,33.63969999999999,0,0,0,1,0,0,0,0,2,0,0,0
COC(=O)C1(C#N)CC1,16,2.5928,11.320486111111112,1.180787037037037,-3.129282407407408,125.12699999999997,11.189383553522187,0.6855325298765201,3.056712819666649,365.31873958915827,12.99156383156272,-1.04,1749.5483897880003,1.7229328834110211,1.7283806668829205,4.736862953800049,0.0,5.41499046939678,0.0,0.0,5.969305287951849,4.794537184071822,0.0,5.261891554738487,0.0,0.0,12.745849802658759,5.483034224680881,17.21944944018552,19.126710031063407,5.969305287951849,5.261891554738487,0.0,5.41499046939678,12.745849802658759,7.037952458882589,0.0,6.069221312792274,0.0,0.0,0.0,13.007257746834437,9.53140013787187,16.74610333692754,22.341159695850298,0.0,0.0,50.09,31.168098018889978,4.794537184071822,0.0,0.0,0.0,6.069221312792274,0.0,0.0,4.736862953800049,14.857201447930025,8.680530045351475,-2.6999999999999993,-1.7037037037037044,1.180787037037037,-5.505787037037037,0.0,-3.129282407407408,0,1,0,1,0,2,0.4631799999999999,29.29599999999999,0,0,1,0,0,0,0,0,1,0,1,0
COCC12CC1CC2O,21,2.4762,7.880416666666667,2.8010416666666664,-3.418750000000001,128.17099999999994,-4.023196890757957e-16,-1.222813213666426e-16,2.6121728806698066,486.48783885105223,16.914213562373096,-0.08,16355.957155430582,1.1644855879375564,1.4964122118128327,9.84567114490726,0.0,0.0,1.4311996572326342,0.0,0.0,0.0,0.0,0.0,0.0,0.0,18.639807488021837,19.306735709130468,20.863554606887593,24.924015262779676,0.0,1.4311996572326342,0.0,11.308948154759857,18.825867829608747,13.596937701798877,0.0,0.0,0.0,0.0,0.0,26.216963577088713,4.736862953800049,11.308948154759857,27.824193920531176,0.0,0.0,29.46,43.73175368616748,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9.84567114490726,16.509543775105055,3.9258715986394557,-2.9031249999999993,-2.8010416666666664,0.0,-9.113341836734694,-3.418750000000001,-3.302508503401363,1,2,0,2,0,4,0.4037,33.039799999999985,1,0,0,0,0,0,0,1,1,0,0,0
COCCO,13,2.2019,6.848958333333333,3.0879166666666675,-3.208333333333333,76.09499999999996,-1.025713179041058e-15,-8.212207603195394e-17,4.575529773808592,172.7181776248383,10.914213562373096,-0.08,259.49053431802645,0.5320895455159678,3.9200000000000004,9.84567114490726,0.0,0.0,1.4311996572326342,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.037952458882589,22.713280379024116,19.440981038098798,0.0,1.4311996572326342,0.0,0.0,0.0,20.155922944715165,0.0,0.0,0.0,0.0,0.0,26.695930793055012,4.736862953800049,0.0,9.59530989319154,0.0,0.0,29.46,20.155922944715165,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9.84567114490726,11.026509550424175,3.381666666666667,0.0,0.0,0.0,0.0,-6.345833333333333,-3.0879166666666675,1,0,0,0,0,4,-0.37489999999999996,18.9618,1,0,0,0,0,0,0,0,1,0,0,0
CC(O)C1(C)CN2CC21,22,1.906,8.017291666666667,0.22958333333333347,-3.669791666666667,127.18699999999993,-1.1734349889486386e-16,-5.2128300520651834e-17,2.846346365323927,511.4984447683743,17.784457050376172,-0.08,23384.704053178557,1.0650892245278363,1.3247583119561386,5.1088081911072125,0.0,0.0,1.4311996572326342,0.0,0.0,4.899909730850478,0.0,0.0,0.0,6.851892117295679,6.851892117295679,39.50494642425075,7.450776583120208,21.55791086514985,0.0,1.4311996572326342,4.899909730850478,5.41499046939678,25.80169472989099,12.99371936863189,0.0,0.0,0.0,0.0,0.0,36.531547443121845,0.0,5.41499046939678,30.152886908633995,0.0,0.0,23.240000000000002,44.21040456791966,0.0,4.899909730850478,0.0,0.0,0.0,0.0,0.0,5.1088081911072125,17.880302331275274,3.8681249999999996,-3.406249999999999,0.0,-2.8552083333333336,-3.669791666666667,-13.187708333333337,0.0,1,0,2,2,0,4,0.07129999999999992,35.148799999999994,1,0,1,0,0,0,0,1,0,0,0,0
CCOCC#CC1CC1,21,0.761,7.5316521400226755,1.604513888888889,-3.345280612244899,124.18299999999992,3.4802443222760514e-18,-1.3694312119040024e-16,2.9801251975118106,477.61237831612794,17.121320343559642,-0.48,12215.43513715003,1.1442490566898074,3.527273497634347,4.736862953800049,6.558985242916289,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,11.840868637711289,19.597741919954437,23.419011377641123,5.483034224680881,21.185965627842688,0.0,0.0,0.0,5.893957685363079,19.597741919954437,13.117970485832577,0.0,11.840868637711289,0.0,0.0,0.0,13.117970485832577,4.736862953800049,17.734826323074365,36.04684459399708,0.0,0.0,9.23,38.609670091150086,0.0,0.0,0.0,0.0,0.0,11.840868637711289,0.0,4.736862953800049,16.44910267404264,0.0,0.0,0.8242768565759646,0.0,-5.237847222222221,-9.743920658541198,0.0,0,1,0,1,0,3,1.4363,36.993,0,0,0,0,0,0,0,0,1,0,0,0
C#CC1OCC1CO,16,2.2127,7.63125,1.516687925170068,-3.096875,112.12799999999996,9.00626329659747e-16,9.211008574282316e-17,3.2761868670708907,359.27537367533034,12.828427124746192,-0.52,1667.9895616881306,1.3107193077339103,2.1653068418522676,9.84567114490726,7.450776583120208,0.0,1.4311996572326342,0.0,0.0,0.0,0.0,0.0,6.399401534821945,5.920434318855644,0.0,7.264716241533299,19.971763266683677,19.440981038098798,0.0,1.4311996572326342,0.0,5.893957685363079,6.080018026949988,13.117970485832577,0.0,12.319835853677588,0.0,0.0,0.0,25.737996361122413,4.736862953800049,18.213793539040665,9.59530989319154,0.0,0.0,29.46,25.091946198145646,0.0,0.0,0.0,0.0,6.399401534821945,5.920434318855644,0.0,9.84567114490726,11.026509550424175,3.648832199546485,0.0,-1.096944444444444,0.0,-1.0638676303854873,-5.927083333333333,0.0,1,0,1,1,0,2,-0.37310000000000004,29.148799999999987,1,0,0,0,0,0,0,0,1,0,0,0
C#CC1CCC(C)(C)C1,23,0.9188,7.973611111111111,1.3383219954648526,-3.8520833333333337,122.21099999999991,-4.75562795063965e-16,-2.9758689246716217e-16,4.1751765485407795,539.5128034334723,18.914213562373096,-0.44,23113.062730274567,0.9612562245359895,2.0622921822386306,0.0,1.3707585561702202,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12.319835853677588,13.703784234591359,24.533765173384918,23.713818915575935,0.0,19.190619786383078,0.0,0.0,0.0,11.308948154759857,32.8225589385795,0.0,0.0,12.319835853677588,0.0,0.0,0.0,0.0,0.0,23.628784008437446,52.01317872496262,0.0,0.0,0.0,44.13150709333935,0.0,0.0,0.0,0.0,6.399401534821945,5.920434318855644,0.0,0.0,19.190619786383078,0.0,-3.8520833333333337,-1.8593749999999991,0.0,-9.824872448979592,-7.6287556689342395,0.0,0,1,0,1,0,2,2.445900000000001,39.955000000000005,0,0,0,0,0,0,0,0,0,0,0,0
CCC1CC1(O)CC,22,1.2563,7.9,3.363541666666668,-3.6750000000000007,114.18799999999992,-1.2471226776084884e-15,-9.082205316141805e-17,3.671556680040402,460.79226114253754,18.207106781186546,-0.04,19508.92906764385,0.7995891188151333,1.7283806668829205,5.1088081911072125,0.0,0.0,1.4311996572326342,0.0,0.0,0.0,0.0,0.0,0.0,20.076709135920737,18.639807488021837,17.819861230212858,5.601050810983688,22.92866942132007,0.0,1.4311996572326342,0.0,5.893957685363079,38.423609749563184,0.0,0.0,0.0,0.0,0.0,0.0,12.141058659323535,0.0,5.893957685363079,50.6424201687924,0.0,0.0,20.23,44.31756743492626,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.1088081911072125,19.251060887445494,3.9149999999999996,-3.4343749999999993,-3.460416666666667,0.0,-10.702083333333338,-7.13668367346939,0.0,1,1,0,1,0,5,1.5574,33.63879999999999,1,0,0,0,0,0,0,0,0,0,0,0
CC1=CCC(C)(C)C1=O,21,2.9836,12.29564814814815,1.375231481481481,-3.65462962962963,124.18299999999992,9.797125538560022e-17,-8.940827194806635e-17,3.86916633151593,486.8211429144171,17.232050807568875,-0.5900000000000001,9877.408905834101,1.1085273236236763,1.693077005206639,0.0,0.0,5.783244946364939,0.0,0.0,0.0,4.794537184071822,0.0,0.0,0.0,19.755855980626926,18.797921548694326,20.493334587269196,1.3707585561702202,21.24363985811446,5.783244946364939,0.0,0.0,5.41499046939678,26.928601253216417,0.0,11.625176276104835,0.0,0.0,0.0,0.0,5.783244946364939,4.794537184071822,5.41499046939678,43.377703927259084,0.0,0.0,17.07,49.75201294508297,4.794537184071822,0.0,0.0,0.0,0.0,0.0,0.0,0.0,16.44910267404264,0.0,-4.978587962962963,-1.8773148148148155,-1.4168981481481475,-3.4540509259259258,-10.58726851851852,0.0,0,1,0,1,0,3,1.9317,37.162,0,0,0,0,0,2,0,0,0,1,0,0
C#CC(O)C1CC2OC21,17,2.8129,7.865625,1.5208545918367349,-2.762847222222222,124.13899999999995,9.928678192108675,0.6353538178359994,2.5409716641397875,444.88998571904517,13.328427124746192,-0.52,5346.251520356493,1.552802392011269,1.4980092182778306,9.84567114490726,7.450776583120208,0.0,1.4311996572326342,0.0,0.0,0.0,0.0,0.0,6.399401534821945,5.920434318855644,6.372924901329379,10.00623335387374,16.272311722410635,19.440981038098798,0.0,1.4311996572326342,0.0,5.893957685363079,24.612978982179342,0.0,0.0,12.319835853677588,0.0,0.0,0.0,24.78006192918981,4.736862953800049,18.213793539040665,15.968234794520917,0.0,0.0,32.76,30.50693666754242,0.0,0.0,0.0,0.0,6.399401534821945,5.920434318855644,0.0,9.84567114490726,11.026509550424175,3.9402777777777778,0.0,-0.9209027777777774,0.0,-8.491162131519273,0.0,0.0,1,1,1,2,0,2,-0.23220000000000018,31.60779999999999,1,0,0,0,0,0,0,1,1,0,0,0
CC1C=CC2(C)CC12C,23,0.2392,8.202662037037037,1.2456018518518517,-3.517708333333333,122.21099999999991,-5.798119348794268e-16,-3.278892832135192e-17,3.042391938412708,588.8398742382421,18.654700538379252,-0.26,36755.19733886929,0.9290346771291632,1.1172581278621807,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,32.65981984395817,23.096863525486018,16.44910267404264,2.7415171123404405,19.190619786383078,0.0,0.0,0.0,16.723938624156638,26.928601253216417,0.0,12.104143492071133,0.0,0.0,0.0,0.0,0.0,0.0,16.723938624156638,46.11922103959953,0.0,0.0,0.0,55.756683369444175,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,19.190619786383078,0.0,-6.2399305555555555,-3.360879629629629,-2.5234953703703695,-3.1723379629629633,-10.416550925925927,0.0,0,2,0,2,0,3,2.608600000000001,39.135000000000005,0,0,0,0,0,2,0,1,0,0,0,0
NC(=[NH2+])Nc1ncn[n-]1,15,10.4545,7.329074074074073,0.11807634164776992,-0.7477777777777772,126.12299999999998,11.602692397272842,1.4878018591770703,3.0183253151010674,368.6990660245793,11.585421958697397,-1.5899999999999999,2014.7028073507013,1.693077005206639,2.1187187641519127,21.408841954317467,0.0,0.0,5.959554568743835,5.6473683133128025,0.0,5.098681808301038,5.098681808301038,0.0,0.0,0.0,0.0,5.948339280986494,9.085972348464647,13.825302052166835,11.907893849730328,0.0,15.181342137549283,5.719716975726273,0.0,5.309813353288376,6.303371713966227,0.0,21.523545241671297,5.948339280986494,0.0,16.042214897992082,0.0,0.0,1.3707585561702202,7.059210391641003,0.0,103.52000000000001,12.262926282710062,0.0,22.373202714356754,0.0,0.0,0.0,0.0,0.0,15.181342137549283,8.429968947811224,6.635787981859409,-0.11807634164776992,-1.1329629629629623,0.0,-0.4262755102040814,0.0,0.0,5,0,0,0,1,1,-3.0805000000000007,30.09450000000001,0,3,3,1,2,0,0,0,0,0,0,0
CC1CC1C(F)(F)F,15,2.209,12.34875,3.427083333333333,-5.382291666666668,124.10499999999998,10.418832313165552,0.0073694887706174245,3.2996716102078465,265.9812322309815,12.5,-0.21000000000000002,905.6014933247628,1.6418771477722143,1.3915083373017307,0.0,0.0,0.0,0.0,0.0,6.176298517443475,0.0,0.0,13.171245143024459,0.0,6.851892117295679,12.266882586692457,9.59530989319154,5.893957685363079,22.766555036215998,0.0,0.0,0.0,11.787915370726157,19.401115536068534,0.0,0.0,0.0,0.0,13.171245143024459,0.0,6.176298517443475,0.0,11.787915370726157,22.820126911816597,0.0,0.0,0.0,31.189030906794688,13.171245143024459,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9.59530989319154,0.0,0.0,-7.34375,0.0,-8.809375000000001,-3.4922916666666666,0.0,0,1,0,1,0,1,2.2047,23.325999999999993,0,0,0,0,0,0,0,0,0,0,0,0
